City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tazacorte,28.629,-17.9293,21.19,49,0,2.57,ES,1707245972
362,jabat,7.75,168.9751,27.14,78,100,7.53,MH,1707245973
363,kupang,-10.1667,123.5833,26.32,100,75,1.03,ID,1707245973
364,anaconda,46.1285,-112.9423,0.55,78,100,1.44,US,1707245974
365,san pedro,14.35,121.0167,25.73,80,20,3.58,PH,1707245975
366,sandnessjoen,66.0217,12.6316,-5.88,79,0,5.14,NO,1707245976
367,ishigaki,24.3448,124.1572,20.07,77,100,3.6,JP,1707245977
368,kodinar,20.7903,70.7031,22.44,65,2,4.42,IN,1707245977
369,pearsall,28.8922,-99.095,19.4,41,5,2.19,US,1707245978
370,beli,7.8587,10.9719,27.7,17,91,1.01,NG,1707245979
371,bujaru,-1.515,-48.0447,28.15,88,27,1.85,BR,1707245979
372,singapur,1.2897,103.8501,27.02,85,75,3.09,SG,1707245840
373,nyurba,63.2842,118.3319,-33.8,100,100,0.42,RU,1707245980
374,kinango,-4.1372,39.3153,27.06,87,25,1.99,KE,1707245981
375,nyirtelek,48.0167,21.6333,9.52,69,82,7.26,HU,1707245982
376,xai-xai,-25.0519,33.6442,23.6,81,0,3.42,MZ,1707245982
377,gadzhiyevo,69.2551,33.3362,-18.53,100,91,5.23,RU,1707245983
378,nadi,-17.8,177.4167,25.0,88,40,2.06,FJ,1707245984
379,tuquerres,1.0923,-77.6209,14.51,76,90,0.97,CO,1707245984
380,sonoita,31.85,-112.8333,15.47,67,85,12.05,MX,1707245985
381,kirensk,57.7853,108.1119,-15.58,100,100,1.79,RU,1707245985
382,nantucket,41.2835,-70.0995,3.03,80,100,10.29,US,1707245986
383,thunder bay,48.4001,-89.3168,1.99,100,100,3.6,CA,1707245790
384,sinabang,2.4803,96.3801,26.96,80,49,0.62,ID,1707245735
385,macapa,0.0389,-51.0664,27.99,69,40,3.6,BR,1707245800
386,forster,-32.1667,152.5167,19.1,100,100,5.18,AU,1707245988
387,skovorodino,53.9833,123.9167,-15.83,95,100,1.0,RU,1707245989
388,timimoun,29.2639,0.231,19.21,24,0,2.57,DZ,1707245990
389,wynyard,-41.0,145.7167,13.39,78,100,2.18,AU,1707245990
390,lazaro cardenas,17.9583,-102.2,29.09,56,15,3.51,MX,1707245991
391,kiffa,16.6166,-11.4045,29.28,7,4,4.59,MR,1707245992
392,yaguara,2.6636,-75.5175,29.25,48,91,1.61,CO,1707245992
393,lubang,13.8584,120.124,26.0,77,55,9.59,PH,1707245993
394,kodinsk,58.6881,99.1844,-10.87,96,100,1.74,RU,1707245994
395,joshimath,30.5667,79.5667,-0.77,49,11,3.85,IN,1707245995
396,choyr,46.3611,108.3611,-21.92,99,91,1.84,MN,1707245995
397,huasahuasi,-11.3167,-75.6167,11.11,66,88,4.54,PE,1707245996
398,dem'yanovo,60.3511,47.0842,-25.71,100,91,1.72,RU,1707245997
399,farah,32.5,62.5,9.52,25,100,1.85,AF,1707245998
400,kenora,49.8167,-94.4337,0.54,100,100,3.09,CA,1707245999
401,kailua-kona,19.6406,-155.9956,23.88,74,9,2.36,US,1707246005
402,itapetinga,-15.2489,-40.2478,31.88,44,100,2.03,BR,1707246006
403,smithers,54.7804,-127.1743,-4.82,93,100,1.03,CA,1707245712
404,lodja,-3.4833,23.4333,22.86,83,49,0.79,CD,1707246009
405,kisangani,0.5167,25.2,29.13,41,90,0.91,CD,1707246011
406,arafat,21.3594,39.9664,21.04,39,0,2.75,SA,1707246013
407,muroto-misakicho,33.2833,134.15,9.59,65,69,1.81,JP,1707246013
408,magumeri,12.1131,12.8274,21.36,20,99,4.2,NG,1707246015
409,snowflake,34.5134,-110.0785,12.62,40,100,13.77,US,1707246006
410,vorkuta,67.5,64.0,-20.84,98,100,2.15,RU,1707246018
411,tbeng meanchey,13.8167,104.9667,25.31,73,0,1.18,KH,1707246019
412,kavaratti,10.5669,72.642,27.98,74,1,2.85,IN,1707245741
413,bouar,5.934,15.596,22.89,26,54,2.52,CF,1707246021
414,vytegra,61.0064,36.4481,-24.8,99,21,1.79,RU,1707246022
415,sao paulo de olivenca,-3.3783,-68.8725,30.7,63,99,0.95,BR,1707246023
416,kangaba,11.9333,-8.4167,29.64,10,0,2.56,ML,1707246025
417,inayauan,9.9005,122.434,25.3,88,96,6.4,PH,1707246025
418,semenov,56.7875,44.493,-19.87,99,57,2.44,RU,1707246027
419,saint-pierre,-21.3393,55.4781,23.82,73,0,2.57,RE,1707246027
420,zarumilla,-3.5031,-80.2731,31.91,62,75,5.14,PE,1707246028
421,qoryooley,1.7878,44.53,26.15,84,100,6.19,SO,1707246029
422,wenling,28.3669,121.36,3.84,92,100,3.95,CN,1707246031
423,rajshahi,24.3667,88.6,18.39,74,0,3.25,BD,1707246032
424,chukhloma,58.7525,42.6825,-26.62,100,100,1.79,RU,1707246033
425,pando,-34.7167,-55.95,34.22,61,100,7.2,UY,1707246034
426,gillette,44.2911,-105.5022,10.37,51,40,5.66,US,1707245797
427,seven pagodas,12.6264,80.1722,25.03,78,7,2.64,IN,1707246036
428,cockburn town,21.4612,-71.1419,24.86,78,0,13.44,TC,1707246036
429,pankrushikha,53.8319,80.3406,-10.47,89,65,3.68,RU,1707246037
430,tokombere,11.2271,13.4858,22.35,24,99,3.21,NG,1707246038
431,khandyga,62.6667,135.6,-41.54,100,96,1.18,RU,1707245825
432,sidareja,-7.4846,108.7923,23.07,94,100,0.71,ID,1707246040
433,yei,4.095,30.6779,26.24,33,30,1.66,SS,1707246041
434,kourou,5.1552,-52.6478,30.03,86,93,4.65,GF,1707246042
435,ebon,4.582,168.6964,27.89,77,100,5.73,MH,1707246043
436,mejit,10.2753,170.8646,26.66,79,59,7.62,MH,1707246044
437,attapeu,14.8,106.8333,23.32,77,0,0.49,LA,1707246045
438,union hill-novelty hill,47.6789,-122.0283,6.14,90,100,1.79,US,1707246046
439,polyarnyy,69.1989,33.4478,-17.91,99,84,5.32,RU,1707246047
440,alice springs,-23.7,133.8833,22.9,67,75,5.66,AU,1707246048
441,cururupu,-1.8283,-44.8683,29.2,73,65,3.57,BR,1707246050
442,mahibadhoo,3.7833,72.9667,27.95,78,100,6.2,MV,1707246051
443,porto recanati,43.4365,13.6613,12.95,39,100,4.02,IT,1707246052
444,swan hill,-35.3378,143.5544,13.66,62,0,4.53,AU,1707246053
445,acapulco de juarez,16.8634,-99.8901,28.36,61,0,3.4,MX,1707245846
446,medenine,33.355,10.5055,16.14,35,100,3.78,TN,1707246054
447,zholymbet,51.7433,71.7122,-4.16,84,100,6.69,KZ,1707246055
448,makushino,55.2103,67.2442,-3.25,89,100,6.89,RU,1707246055
449,rybnaya sloboda,55.4613,50.1409,-1.78,98,100,2.51,RU,1707246056
450,stephenville,32.2207,-98.2023,17.7,43,0,3.09,US,1707246034
451,tosontsengel,48.7567,98.2839,-21.07,82,62,0.5,MN,1707246057
452,tambura,5.6,27.4667,24.73,24,0,2.33,SS,1707246058
453,boguchany,58.3814,97.4531,-12.86,99,94,1.79,RU,1707245796
454,cuatro cienegas de carranza,26.9833,-102.0833,19.15,28,11,2.78,MX,1707246059
455,bardai,11.65,7.2333,21.38,19,98,4.47,NG,1707245841
456,palu,-0.8917,119.8707,24.13,94,100,0.78,ID,1707246061
457,guelmim,28.987,-10.0574,23.19,12,100,1.54,MA,1707246061
458,awjilah,29.1081,21.2869,15.78,52,0,2.65,LY,1707246062
459,boda,4.3189,17.4695,27.21,28,6,1.11,CF,1707246063
460,ochakiv,46.6128,31.5498,6.5,77,100,1.27,UA,1707246064
461,bubaque,11.2833,-15.8333,26.52,71,0,6.15,GW,1707246064
462,sisimiut,66.9395,-53.6735,-9.57,60,100,8.58,GL,1707246065
463,sungai penuh,-2.0833,101.3833,18.49,97,99,1.44,ID,1707246066
464,kaoma,-14.7833,24.8,20.95,84,97,1.88,ZM,1707246066
465,nema,57.5067,50.5011,-6.92,96,100,4.93,RU,1707246067
466,mossel bay,-34.1831,22.146,22.96,83,100,1.46,ZA,1707246068
467,idri,27.5,13.2667,13.51,37,0,2.69,LY,1707246068
468,port lincoln,-34.7333,135.8667,15.71,79,4,3.51,AU,1707246069
469,omdurman,15.6445,32.4777,21.92,14,25,8.0,SD,1707245822
470,sotouboua,8.5667,0.9833,31.02,17,12,1.37,TG,1707246072
471,salina cruz,16.1667,-95.2,28.26,33,0,11.18,MX,1707246072
472,nili,33.7218,66.1302,-6.69,74,61,0.88,AF,1707246073
473,yeed,4.55,43.0333,30.46,28,86,4.38,SO,1707246074
474,copala,16.65,-98.9833,30.86,45,0,4.35,MX,1707246075
475,faya-largeau,17.9257,19.1043,19.47,20,100,8.92,TD,1707246075
476,balsas,-7.5325,-46.0356,31.59,57,100,2.35,BR,1707246065
477,vilyuysk,63.7553,121.6247,-29.44,100,100,0.45,RU,1707245974
478,dompu,-8.5356,118.4622,24.21,91,23,0.49,ID,1707246077
479,hotan,37.0997,79.9269,-3.67,76,8,1.57,CN,1707246078
480,concordia,-31.393,-58.0209,39.32,39,0,1.34,AR,1707246003
481,tromso,69.6496,18.957,-5.99,86,75,7.72,NO,1707246081
482,robertsport,6.7533,-11.3686,27.82,82,0,5.43,LR,1707246082
483,darwin,-12.4611,130.8418,27.99,85,21,4.12,AU,1707245982
484,barre,44.197,-72.5021,3.9,54,98,0.89,US,1707246084
485,jackson,42.4165,-122.8345,8.19,87,100,1.54,US,1707246085
486,griffith,41.5284,-87.4237,6.7,96,100,0.0,US,1707246086
487,antonio enes,-16.2325,39.9086,26.14,92,100,3.49,MZ,1707246088
488,mugia,43.1041,-9.2179,13.84,90,100,8.02,ES,1707246089
489,peace river,56.2501,-117.286,-7.83,79,75,2.57,CA,1707246033
490,acajutla,13.5928,-89.8275,33.54,26,0,1.11,SV,1707246091
491,arish,31.1316,33.7984,13.1,76,0,1.03,EG,1707246092
492,sao joao da barra,-21.6403,-41.0511,29.05,80,97,3.79,BR,1707245958
493,pandan,14.0453,124.1694,24.85,83,92,3.64,PH,1707245979
494,okha,53.5739,142.9478,-22.54,99,85,4.51,RU,1707246094
495,bratsk,56.1325,101.6142,-11.73,99,78,1.4,RU,1707246095
496,bakanas,44.8081,76.2772,-3.58,83,29,2.1,KZ,1707246096
497,sredneuralsk,56.9892,60.4666,-0.3,98,100,4.92,RU,1707246097
498,aigio,38.2486,22.0819,14.02,79,6,6.78,GR,1707246098
499,almaty,43.25,76.95,-9.05,93,75,1.0,KZ,1707246099
500,shalqar,47.8333,59.6,-1.85,84,100,11.77,KZ,1707246100
501,kralendijk,12.15,-68.2667,30.99,74,20,3.09,BQ,1707245985
502,fabens,31.5023,-106.1586,14.53,25,100,7.32,US,1707246102
503,yanchep,-31.55,115.6833,22.07,31,1,5.79,AU,1707246103
504,puan,35.7281,126.7319,0.05,74,74,3.15,KR,1707246105
505,cafayate,-26.073,-65.9761,25.11,56,99,3.46,AR,1707246105
506,dryden,49.7833,-92.7503,2.16,80,100,1.54,CA,1707246106
507,walvis bay,-22.9575,14.5053,22.53,78,100,0.51,NA,1707246107
508,tadine,-21.55,167.8833,25.56,83,100,7.63,NC,1707246108
509,karratha,-20.7377,116.8463,26.79,69,70,1.74,AU,1707245991
510,tuskegee,32.424,-85.6916,18.38,39,4,1.79,US,1707246109
511,cascais,38.6979,-9.4215,17.51,93,75,4.12,PT,1707246110
512,tortoli,39.9256,9.6572,14.31,49,100,2.09,IT,1707246111
513,leland,34.2563,-78.0447,14.01,43,0,6.88,US,1707246079
514,ciudad lazaro cardenas,17.9583,-102.2,29.09,56,15,3.51,MX,1707245830
515,broome,42.2506,-75.833,5.1,58,1,0.89,US,1707246113
516,farmington,36.7281,-108.2187,10.67,66,0,6.69,US,1707246113
517,quibala,-10.7337,14.98,17.69,99,100,1.06,AO,1707246114
518,boysun,38.2061,67.1986,5.14,36,100,2.16,UZ,1707246115
519,okhotsk,59.3833,143.3,-22.44,81,100,3.66,RU,1707246115
520,punta alta,-38.8759,-62.0736,36.0,37,14,1.61,AR,1707246116
521,rio tuba,8.5061,117.4317,26.05,82,12,4.52,PH,1707246116
522,miyaly,48.8844,53.7836,-3.72,92,100,14.17,KZ,1707246117
523,trinidad,-14.8333,-64.9,24.99,100,75,0.0,BO,1707246118
524,backi petrovac,45.3606,19.5917,11.07,74,98,3.13,RS,1707246119
525,mikhaylovskoye,51.8239,79.7172,-7.56,79,96,4.95,RU,1707246119
526,chernyshevskiy,63.0128,112.4714,-23.74,100,89,1.49,RU,1707246120
527,el nido,11.1858,119.3956,26.36,79,100,6.21,PH,1707245822
528,hancheng,32.5186,112.3522,-1.69,89,100,2.33,CN,1707246121
529,wad rawah,15.1603,33.1397,22.23,13,85,5.87,SD,1707246122
530,nikolayevsk-on-amure,53.1406,140.73,-23.2,99,94,1.59,RU,1707246123
531,camana,-16.6228,-72.7111,26.07,77,32,3.27,PE,1707246123
532,liminka,64.8099,25.4155,-19.96,85,95,2.57,FI,1707246124
533,caister-on-sea,52.6481,1.7265,11.9,93,100,6.87,GB,1707246125
534,horishni plavni,49.0097,33.6455,3.06,97,100,2.57,UA,1707246127
535,alaghsas,17.0187,8.0168,21.94,16,99,6.17,NE,1707246127
536,kruisfontein,-34.0033,24.7314,22.16,87,68,3.27,ZA,1707246128
537,jayapura,-2.5333,140.7,24.66,93,100,5.22,ID,1707246128
538,liberty lake,47.6759,-117.1182,5.61,93,100,2.68,US,1707245847
539,samfya,-11.3649,29.5565,18.9,94,92,2.53,ZM,1707246137
540,berbera,10.4396,45.0143,25.69,73,5,2.44,SO,1707246137
541,lysyye gory,51.5506,44.8414,-4.6,91,100,6.2,RU,1707246138
542,mogocha,53.7333,119.7667,-15.31,98,100,0.93,RU,1707246139
543,buckeye,33.3703,-112.5838,18.99,53,93,8.65,US,1707246145
544,tindouf,27.6711,-8.1474,20.25,22,0,2.57,DZ,1707246148
545,shahrud,36.4182,54.9763,2.77,49,0,1.51,IR,1707246148
546,ketchikan,55.3422,-131.6461,1.99,77,100,1.27,US,1707246149
